Pos.,Pilote / Co-pilote,Voiture,#,Temps,Écart,ss
4,Thierry NEUVILLE  Martijn WYDAEGHE,Hyundai i20 N Rally1 HYBRID,11,00:11:41,+00:00:05.3,11
5,Ott TÄNAK  Martin JÄRVEOJA,Ford Puma Rally1 HYBRID,8,00:11:45.4,+00:00:09.7,11
6,Esapekka LAPPI  Janne FERM,Hyundai i20 N Rally1 HYBRID,4,00:11:48,+00:00:12.3,11
7,Takamoto KATSUTA  Aaron JOHNSTON,Toyota GR Yaris Rally1 HYBRID,18,00:11:50,+00:00:14.3,11
8,Daniel SORDO  Candido CARRERA,Hyundai i20 N Rally1 HYBRID,6,00:11:56.9,+00:00:21.2,11
9,Nikolay GRYAZIN  Konstantin ALEKSANDROV,Skoda Fabia RS,24,00:12:11.9,+00:00:36.2,11
10,Erik CAIS  Petr TESÍNSKÝ,Skoda Fabia RS,27,00:12:13.4,+00:00:37.7,11
11,Adrien FOURMAUX  Alexandre CORIA,Ford Fiesta MkII,20,00:12:17.9,+00:00:42.2,11
12,Yohan ROSSEL  Arnaud DUNAND,Citroen C3,21,00:12:18.3,+00:00:42.6,11
13,Pepe LÓPEZ  Borja ROZADA,Hyundai i20 N,34,00:12:18.8,+00:00:43.1,11
14,Marco BULACIA  Axel CORONADO,Skoda Fabia RS,26,00:12:19.7,+00:00:44,11
15,Stéphane LEFEBVRE  Andy MALFOY,Citroen C3,22,00:12:28.1,+00:00:52.4,11
16,Grégoire MUNSTER  Louis LOUKA,Ford Fiesta MkII,25,00:12:33.8,+00:00:58.1,11
17,Christopher INGRAM  Craig DREW,Skoda Fabia Evo,28,00:12:35.1,+00:00:59.4,11
18,Alejandro CACHÓN  Alejandro LÓPEZ,Citroen C3,35,00:12:44,+00:01:08.3,11
19,François DELECOUR  Sabrina DE CASTELLI,Skoda Fabia RS,37,00:12:46.1,+00:01:10.4,11
20,Sean JOHNSTON  Alexander KIHURANI,Citroen C3,29,00:12:46.5,+00:01:10.8,11
21,Mauro MIELE  Luca BELTRAME,Skoda Fabia RS,36,00:13:02.2,+00:01:26.5,11
22,Matteo GAMBA  Nicolò GONELLA,Skoda Fabia Evo,52,00:13:06.4,+00:01:30.7,11
23,Olivier BURRI  Anderson LEVRATTI,Hyundai i20 N,38,00:13:18.5,+00:01:42.8,11
24,Alessandro GINO  Daniele MICHI,Citroen C3,53,00:13:22.7,+00:01:47,11
25,Christian MERLI  Marco ZORTEA,Skoda Fabia Evo,49,00:13:23.2,+00:01:47.5,11
26,Bruno RIBERI  Florian HAUT-LABOURDETTE,Skoda Fabia Evo,59,00:13:24,+00:01:48.3,11
27,Mickaël PRÉVALET  Jofrey COURTET,Peugeot 208 Rally4,76,00:13:25.8,+00:01:50.1,11
28,Johannes KEFERBÖCK  Ilka MINOR,Skoda Fabia Evo,39,00:13:27.6,+00:01:51.9,11
29,Romain HAUT-LABOURDETTE  Fabien TARDITO,Skoda Fabia,58,00:13:28.8,+00:01:53.1,11
30,Jourdan SERDERIDIS  Frédéric MICLOTTE,Ford Puma Rally1 HYBRID,9,00:13:39.7,+00:02:04,11
31,Loïc PANAGIOTIS  Caroline GODDI,Alpine A110,67,00:13:40.4,+00:02:04.7,11
32,Daniel ALONSO  Adrián PÉREZ,Citroen C3,41,00:13:42.8,+00:02:07.1,11
33,Philippe BAFFOUN  Charlyne QUARTINI,Citroen C3,54,00:13:44.1,+00:02:08.4,11
34,Luc PISTACHI  Laëtitia AUTHIER,Skoda Fabia Evo,57,00:13:46.5,+00:02:10.8,11
35,Frédéric ROSATI  Philippe MARCHETTO,Hyundai i20 N,44,00:13:51.8,+00:02:16.1,11
36,Massimiliano PEDALÀ  Denis PICENO,Opel Corsa Rally4,73,00:13:52.5,+00:02:16.8,11
37,Oliver SOLBERG  Elliott EDMONDSON,Skoda Fabia RS,23,00:13:56.3,+00:02:20.6,11
38,Eamonn BOLAND  MJ,Citroen C3,42,00:13:56.8,+00:02:21.1,11
39,Jean Charles ALBERTINI  Patrick CHIAPPE,Skoda Fabia Evo,56,00:13:58.3,+00:02:22.6,11
40,Matteo FONTANA  Alessandro ARNABOLDI,Peugeot 208 Rally4,74,00:13:58.9,+00:02:23.2,11
41,Yanis DESANGLES  Nicolas THERON,Skoda Fabia,55,00:13:59.3,+00:02:23.6,11
42,Grégory FONTALBA  Stéphan HERMET,Alpine A110,65,00:14:01.3,+00:02:25.6,11
43,Fabrizio ARENGI  Massimiliano BOSI,Skoda Fabia Evo,48,00:14:04.1,+00:02:28.4,11
44,Lorenzo BONTEMPELLI  Giovanni PINA,Skoda Fabia Evo,40,00:14:07.8,+00:02:32.1,11
45,Zoltán LÁSZLÓ  Gábor ZSIROS,Skoda Fabia Evo,61,00:14:09.1,+00:02:33.4,11
46,Simone NIBOLI  Battista BRUNETTI,Skoda Fabia Evo,46,00:14:15.1,+00:02:39.4,11
47,Baudouin BAUGÉ  Nicolas BLANC,Peugeot 208 Rally4,71,00:14:16.2,+00:02:40.5,11
48,Pierre TANCI  Sébastien MALET,Skoda Fabia,60,00:14:16.3,+00:02:40.6,11
49,David FERRARO  Michel CORNEGLIO,Alpine A110,66,00:14:17.3,+00:02:41.6,11
50,Eric ROYERE  Gilbert DINI,Alpine A110,64,00:14:17.5,+00:02:41.8,11
51,Ghjuvanni ROSSI  Maxime MARTINI,Peugeot 208 Rally4,78,00:14:23.8,+00:02:48.1,11
52,Jérémy PRAT  Yves SEMETE,Renault Clio RS Line,82,00:14:27.7,+00:02:52,11
53,Wolfgang IRLACHER  Elke IRLACHER,Peugeot 208 Rally4,68,00:14:29.5,+00:02:53.8,11
54,Silvano PATERA  Stefano TIRABOSCHI,Skoda Fabia Evo,45,00:14:37.1,+00:03:01.4,11
55,Nicolas RESSEGAIRE  Marina MICHELI,Renault Clio RS Line,84,00:14:38.9,+00:03:03.2,11
56,Julien CHARNAY  Maxime GOMEZ,Renault Clio RS Line,87,00:14:47.3,+00:03:11.6,11
57,Sebastiano CIATO  Andrea BUDOIA,Peugeot 208 Rally4,75,00:14:48.7,+00:03:13,11
58,Giorgio MARAZZATO  Elisa SOMMARIVA,Peugeot 208,77,00:15:03.8,+00:03:28.1,11
59,Jérôme AYMARD  Sandrine AYMARD,Renault Clio RS,80,00:15:12.9,+00:03:37.2,11
60,Henk VOSSEN  Annemieke HULZEBOS,Ford Fiesta,50,00:15:13.3,+00:03:37.6,11
61,Gilles MICHELLIER  Christophe RICHARD,Peugeot 208 Rally4,79,00:15:13.5,+00:03:37.8,11
62,Lilian VIALLE  Manuel GHIRARDELLO,Renault Clio RS Line,83,00:15:17.5,+00:03:41.8,11
63,Filippo MARCHINO  Pietro Elia OMETTO,Skoda Fabia,47,00:15:21,+00:03:45.3,11
64,Grégory DAL ZOTTO  Hervé DUBREUIL,Peugeot 208 Rally4,70,00:15:31.2,+00:03:55.5,11
65,William CREIGHTON  Liam REGAN,Hyundai i20 N,32,00:15:39.9,+00:04:04.2,11
66,Jérémie MALLARD  Alexis MAREST-CECCALDI,Ford Fiesta,72,00:15:47.9,+00:04:12.2,11
67,Jean-Paul PALMERO  Mattia PASTORINO,Peugeot 208 Rally4,81,00:15:47.9,+00:04:12.2,11
68,Christophe BERARD  Christophe BERNABO,Renault Clio RS Line,85,00:15:47.9,+00:04:12.2,11
69,Marc DESSI  Pamela DESSI,Renault Clio RS Line,86,00:15:47.9,+00:04:12.2,11
70,Pierre-Louis LOUBET  Nicolas GILSOUL,Ford Puma Rally1 HYBRID,7,00:21:35.7,+00:10:00,11
71,Joshua MCERLEAN  John ROWAN,Hyundai i20 N,31,00:22:11.9,+00:10:36.2,11
72,Richard FRAU  Stephane MARQUEZ,Alpine A110,63,,+,11
73,Jonathan HIRSCHI  Michaël VOLLUZ,Volkswagen Polo GTI,51,,+,11
1,Thierry NEUVILLE  Martijn WYDAEGHE,Hyundai i20 N Rally1 HYBRID,11,00:09:01.8,+00:00:00,12
2,Elfyn EVANS  Scott MARTIN,Toyota GR Yaris Rally1 HYBRID,33,00:09:02.9,+00:00:01.1,12
3,Kalle ROVANPERÄ  Jonne HALTTUNEN,Toyota GR Yaris Rally1 HYBRID,69,00:09:04.7,+00:00:02.9,12
4,Sébastien OGIER  Vincent LANDAIS,Toyota GR Yaris Rally1 HYBRID,17,00:09:05.2,+00:00:03.4,12
5,Takamoto KATSUTA  Aaron JOHNSTON,Toyota GR Yaris Rally1 HYBRID,18,00:09:07.6,+00:00:05.8,12
6,Ott TÄNAK  Martin JÄRVEOJA,Ford Puma Rally1 HYBRID,8,00:09:08,+00:00:06.2,12
7,Daniel SORDO  Candido CARRERA,Hyundai i20 N Rally1 HYBRID,6,00:09:15,+00:00:13.2,12
8,Oliver SOLBERG  Elliott EDMONDSON,Skoda Fabia RS,23,00:09:26.8,+00:00:25,12
9,Erik CAIS  Petr TESÍNSKÝ,Skoda Fabia RS,27,00:09:32.8,+00:00:31,12
10,Yohan ROSSEL  Arnaud DUNAND,Citroen C3,21,00:09:33.5,+00:00:31.7,12
11,Nikolay GRYAZIN  Konstantin ALEKSANDROV,Skoda Fabia RS,24,00:09:33.9,+00:00:32.1,12
12,Stéphane LEFEBVRE  Andy MALFOY,Citroen C3,22,00:09:35.3,+00:00:33.5,12
13,Esapekka LAPPI  Janne FERM,Hyundai i20 N Rally1 HYBRID,4,00:09:37.2,+00:00:35.4,12
14,Pepe LÓPEZ  Borja ROZADA,Hyundai i20 N,34,00:09:39.5,+00:00:37.7,12
15,Adrien FOURMAUX  Alexandre CORIA,Ford Fiesta MkII,20,00:09:41.1,+00:00:39.3,12
16,Marco BULACIA  Axel CORONADO,Skoda Fabia RS,26,00:09:41.9,+00:00:40.1,12
17,Christopher INGRAM  Craig DREW,Skoda Fabia Evo,28,00:09:44.6,+00:00:42.8,12
18,Alejandro CACHÓN  Alejandro LÓPEZ,Citroen C3,35,00:09:46.7,+00:00:44.9,12
19,Grégoire MUNSTER  Louis LOUKA,Ford Fiesta MkII,25,00:09:49.1,+00:00:47.3,12
20,François DELECOUR  Sabrina DE CASTELLI,Skoda Fabia RS,37,00:09:52.2,+00:00:50.4,12
21,William CREIGHTON  Liam REGAN,Hyundai i20 N,32,00:09:58.6,+00:00:56.8,12
22,Sean JOHNSTON  Alexander KIHURANI,Citroen C3,29,00:10:04.2,+00:01:02.4,12
23,Mauro MIELE  Luca BELTRAME,Skoda Fabia RS,36,00:10:07.9,+00:01:06.1,12
24,Jourdan SERDERIDIS  Frédéric MICLOTTE,Ford Puma Rally1 HYBRID,9,00:10:09.7,+00:01:07.9,12
25,Matteo GAMBA  Nicolò GONELLA,Skoda Fabia Evo,52,00:10:10.4,+00:01:08.6,12
26,Alessandro GINO  Daniele MICHI,Citroen C3,53,00:10:19.4,+00:01:17.6,12
27,Bruno RIBERI  Florian HAUT-LABOURDETTE,Skoda Fabia Evo,59,00:10:19.4,+00:01:17.6,12
28,Olivier BURRI  Anderson LEVRATTI,Hyundai i20 N,38,00:10:24.1,+00:01:22.3,12
29,Christian MERLI  Marco ZORTEA,Skoda Fabia Evo,49,00:10:26.4,+00:01:24.6,12
30,Johannes KEFERBÖCK  Ilka MINOR,Skoda Fabia Evo,39,00:10:26.8,+00:01:25,12
31,Romain HAUT-LABOURDETTE  Fabien TARDITO,Skoda Fabia,58,00:10:34.8,+00:01:33,12
32,Philippe BAFFOUN  Charlyne QUARTINI,Citroen C3,54,00:10:37.8,+00:01:36,12
33,Grégory FONTALBA  Stéphan HERMET,Alpine A110,65,00:10:39.8,+00:01:38,12
34,Loïc PANAGIOTIS  Caroline GODDI,Alpine A110,67,00:10:40.9,+00:01:39.1,12
35,Eamonn BOLAND  MJ,Citroen C3,42,00:10:43.3,+00:01:41.5,12
36,Mickaël PRÉVALET  Jofrey COURTET,Peugeot 208 Rally4,76,00:10:46.7,+00:01:44.9,12
37,Luc PISTACHI  Laëtitia AUTHIER,Skoda Fabia Evo,57,00:10:50.7,+00:01:48.9,12
38,Frédéric ROSATI  Philippe MARCHETTO,Hyundai i20 N,44,00:10:53.7,+00:01:51.9,12
39,Ghjuvanni ROSSI  Maxime MARTINI,Peugeot 208 Rally4,78,00:10:55.8,+00:01:54,12
40,Yanis DESANGLES  Nicolas THERON,Skoda Fabia,55,00:10:57.8,+00:01:56,12
41,Pierre TANCI  Sébastien MALET,Skoda Fabia,60,00:10:59.6,+00:01:57.8,12
42,Zoltán LÁSZLÓ  Gábor ZSIROS,Skoda Fabia Evo,61,00:11:01.5,+00:01:59.7,12
43,Jean Charles ALBERTINI  Patrick CHIAPPE,Skoda Fabia Evo,56,00:11:04.6,+00:02:02.8,12
44,Fabrizio ARENGI  Massimiliano BOSI,Skoda Fabia Evo,48,00:11:04.6,+00:02:02.8,12
45,Baudouin BAUGÉ  Nicolas BLANC,Peugeot 208 Rally4,71,00:11:06.9,+00:02:05.1,12
46,Lorenzo BONTEMPELLI  Giovanni PINA,Skoda Fabia Evo,40,00:11:07.6,+00:02:05.8,12
47,Eric ROYERE  Gilbert DINI,Alpine A110,64,00:11:08.5,+00:02:06.7,12
48,Silvano PATERA  Stefano TIRABOSCHI,Skoda Fabia Evo,45,00:11:10.8,+00:02:09,12
49,David FERRARO  Michel CORNEGLIO,Alpine A110,66,00:11:12.3,+00:02:10.5,12
50,Simone NIBOLI  Battista BRUNETTI,Skoda Fabia Evo,46,00:11:13.7,+00:02:11.9,12
51,Massimiliano PEDALÀ  Denis PICENO,Opel Corsa Rally4,73,00:11:16.8,+00:02:15,12
52,Wolfgang IRLACHER  Elke IRLACHER,Peugeot 208 Rally4,68,00:11:28.8,+00:02:27,12
53,Matteo FONTANA  Alessandro ARNABOLDI,Peugeot 208 Rally4,74,00:11:29.9,+00:02:28.1,12
54,Nicolas RESSEGAIRE  Marina MICHELI,Renault Clio RS Line,84,00:11:31.8,+00:02:30,12
55,Jérémy PRAT  Yves SEMETE,Renault Clio RS Line,82,00:11:40.6,+00:02:38.8,12
56,Filippo MARCHINO  Pietro Elia OMETTO,Skoda Fabia,47,00:11:45.1,+00:02:43.3,12
57,Henk VOSSEN  Annemieke HULZEBOS,Ford Fiesta,50,00:11:56.7,+00:02:54.9,12
58,Julien CHARNAY  Maxime GOMEZ,Renault Clio RS Line,87,00:11:57.4,+00:02:55.6,12
59,Sebastiano CIATO  Andrea BUDOIA,Peugeot 208 Rally4,75,00:12:01.2,+00:02:59.4,12
60,Jérôme AYMARD  Sandrine AYMARD,Renault Clio RS,80,00:12:01.9,+00:03:00.1,12
61,Gilles MICHELLIER  Christophe RICHARD,Peugeot 208 Rally4,79,00:12:12.5,+00:03:10.7,12
62,Lilian VIALLE  Manuel GHIRARDELLO,Renault Clio RS Line,83,00:12:13.6,+00:03:11.8,12
63,Christophe BERARD  Christophe BERNABO,Renault Clio RS Line,85,00:12:44.5,+00:03:42.7,12
64,Grégory DAL ZOTTO  Hervé DUBREUIL,Peugeot 208 Rally4,70,00:12:55.6,+00:03:53.8,12
65,Jérémie MALLARD  Alexis MAREST-CECCALDI,Ford Fiesta,72,00:13:42.4,+00:04:40.6,12
66,Marc DESSI  Pamela DESSI,Renault Clio RS Line,86,00:13:47.6,+00:04:45.8,12
67,Jean-Paul PALMERO  Mattia PASTORINO,Peugeot 208 Rally4,81,00:14:19.7,+00:05:17.9,12
68,Giorgio MARAZZATO  Elisa SOMMARIVA,Peugeot 208,77,00:17:00.4,+00:07:58.6,12
69,Pierre-Louis LOUBET  Nicolas GILSOUL,Ford Puma Rally1 HYBRID,7,00:19:01.8,+00:10:00,12
70,Joshua MCERLEAN  John ROWAN,Hyundai i20 N,31,00:19:26.8,+00:10:25,12
71,Daniel ALONSO  Adrián PÉREZ,Citroen C3,41,00:29:26.7,+00:20:24.9,12
72,Richard FRAU  Stephane MARQUEZ,Alpine A110,63,,+,12
73,Jonathan HIRSCHI  Michaël VOLLUZ,Volkswagen Polo GTI,51,,+,12
1,Thierry NEUVILLE  Martijn WYDAEGHE,Hyundai i20 N Rally1 HYBRID,11,00:09:27.6,+00:00:00,13
2,Kalle ROVANPERÄ  Jonne HALTTUNEN,Toyota GR Yaris Rally1 HYBRID,69,00:09:27.8,+00:00:00.2,13
3,Elfyn EVANS  Scott MARTIN,Toyota GR Yaris Rally1 HYBRID,33,00:09:30.6,+00:00:03,13
4,Sébastien OGIER  Vincent LANDAIS,Toyota GR Yaris Rally1 HYBRID,17,00:09:31.5,+00:00:03.9,13
5,Esapekka LAPPI  Janne FERM,Hyundai i20 N Rally1 HYBRID,4,00:09:34.2,+00:00:06.6,13
6,Takamoto KATSUTA  Aaron JOHNSTON,Toyota GR Yaris Rally1 HYBRID,18,00:09:35.4,+00:00:07.8,13
7,Ott TÄNAK  Martin JÄRVEOJA,Ford Puma Rally1 HYBRID,8,00:09:37.3,+00:00:09.7,13
8,Daniel SORDO  Candido CARRERA,Hyundai i20 N Rally1 HYBRID,6,00:09:40.5,+00:00:12.9,13
9,Oliver SOLBERG  Elliott EDMONDSON,Skoda Fabia RS,23,00:09:59.4,+00:00:31.8,13
10,Pepe LÓPEZ  Borja ROZADA,Hyundai i20 N,34,00:10:02,+00:00:34.4,13
11,Erik CAIS  Petr TESÍNSKÝ,Skoda Fabia RS,27,00:10:02.4,+00:00:34.8,13
12,Nikolay GRYAZIN  Konstantin ALEKSANDROV,Skoda Fabia RS,24,00:10:04.4,+00:00:36.8,13
13,Stéphane LEFEBVRE  Andy MALFOY,Citroen C3,22,00:10:05,+00:00:37.4,13
14,Adrien FOURMAUX  Alexandre CORIA,Ford Fiesta MkII,20,00:10:05.3,+00:00:37.7,13
15,Yohan ROSSEL  Arnaud DUNAND,Citroen C3,21,00:10:08,+00:00:40.4,13
16,Marco BULACIA  Axel CORONADO,Skoda Fabia RS,26,00:10:08.8,+00:00:41.2,13
17,Christopher INGRAM  Craig DREW,Skoda Fabia Evo,28,00:10:10.2,+00:00:42.6,13
18,Alejandro CACHÓN  Alejandro LÓPEZ,Citroen C3,35,00:10:14.7,+00:00:47.1,13
19,Grégoire MUNSTER  Louis LOUKA,Ford Fiesta MkII,25,00:10:18.9,+00:00:51.3,13
20,Sean JOHNSTON  Alexander KIHURANI,Citroen C3,29,00:10:24.3,+00:00:56.7,13
21,François DELECOUR  Sabrina DE CASTELLI,Skoda Fabia RS,37,00:10:26,+00:00:58.4,13
22,William CREIGHTON  Liam REGAN,Hyundai i20 N,32,00:10:36.2,+00:01:08.6,13
23,Mauro MIELE  Luca BELTRAME,Skoda Fabia RS,36,00:10:41.8,+00:01:14.2,13
24,Matteo GAMBA  Nicolò GONELLA,Skoda Fabia Evo,52,00:10:46.3,+00:01:18.7,13
25,Olivier BURRI  Anderson LEVRATTI,Hyundai i20 N,38,00:10:48.8,+00:01:21.2,13
26,Christian MERLI  Marco ZORTEA,Skoda Fabia Evo,49,00:10:48.9,+00:01:21.3,13
27,Jourdan SERDERIDIS  Frédéric MICLOTTE,Ford Puma Rally1 HYBRID,9,00:10:51.4,+00:01:23.8,13
28,Romain HAUT-LABOURDETTE  Fabien TARDITO,Skoda Fabia,58,00:10:58.3,+00:01:30.7,13
29,Alessandro GINO  Daniele MICHI,Citroen C3,53,00:11:04.4,+00:01:36.8,13
30,Philippe BAFFOUN  Charlyne QUARTINI,Citroen C3,54,00:11:06.8,+00:01:39.2,13
31,Daniel ALONSO  Adrián PÉREZ,Citroen C3,41,00:11:11.2,+00:01:43.6,13
32,Bruno RIBERI  Florian HAUT-LABOURDETTE,Skoda Fabia Evo,59,00:11:12,+00:01:44.4,13
33,Johannes KEFERBÖCK  Ilka MINOR,Skoda Fabia Evo,39,00:11:15.6,+00:01:48,13
34,Eamonn BOLAND  MJ,Citroen C3,42,00:11:15.6,+00:01:48,13
35,Lorenzo BONTEMPELLI  Giovanni PINA,Skoda Fabia Evo,40,00:11:19.8,+00:01:52.2,13
36,Jean Charles ALBERTINI  Patrick CHIAPPE,Skoda Fabia Evo,56,00:11:21.7,+00:01:54.1,13
37,Loïc PANAGIOTIS  Caroline GODDI,Alpine A110,67,00:11:28.9,+00:02:01.3,13
38,Mickaël PRÉVALET  Jofrey COURTET,Peugeot 208 Rally4,76,00:11:30.5,+00:02:02.9,13
39,Fabrizio ARENGI  Massimiliano BOSI,Skoda Fabia Evo,48,00:11:31,+00:02:03.4,13
40,Luc PISTACHI  Laëtitia AUTHIER,Skoda Fabia Evo,57,00:11:36.4,+00:02:08.8,13
41,Yanis DESANGLES  Nicolas THERON,Skoda Fabia,55,00:11:37.9,+00:02:10.3,13
42,Zoltán LÁSZLÓ  Gábor ZSIROS,Skoda Fabia Evo,61,00:11:42.5,+00:02:14.9,13
43,Ghjuvanni ROSSI  Maxime MARTINI,Peugeot 208 Rally4,78,00:11:42.9,+00:02:15.3,13
44,Simone NIBOLI  Battista BRUNETTI,Skoda Fabia Evo,46,00:11:48,+00:02:20.4,13
45,Matteo FONTANA  Alessandro ARNABOLDI,Peugeot 208 Rally4,74,00:11:59.9,+00:02:32.3,13
46,Massimiliano PEDALÀ  Denis PICENO,Opel Corsa Rally4,73,00:12:00.5,+00:02:32.9,13
47,Silvano PATERA  Stefano TIRABOSCHI,Skoda Fabia Evo,45,00:12:01.5,+00:02:33.9,13
48,Eric ROYERE  Gilbert DINI,Alpine A110,64,00:12:03.7,+00:02:36.1,13
49,Jérémy PRAT  Yves SEMETE,Renault Clio RS Line,82,00:12:06.5,+00:02:38.9,13
50,David FERRARO  Michel CORNEGLIO,Alpine A110,66,00:12:07,+00:02:39.4,13
51,Nicolas RESSEGAIRE  Marina MICHELI,Renault Clio RS Line,84,00:12:08.8,+00:02:41.2,13
52,Wolfgang IRLACHER  Elke IRLACHER,Peugeot 208 Rally4,68,00:12:14.9,+00:02:47.3,13
53,Sebastiano CIATO  Andrea BUDOIA,Peugeot 208 Rally4,75,00:12:37.2,+00:03:09.6,13
54,Jérôme AYMARD  Sandrine AYMARD,Renault Clio RS,80,00:12:39.6,+00:03:12,13
55,Julien CHARNAY  Maxime GOMEZ,Renault Clio RS Line,87,00:12:41.1,+00:03:13.5,13
56,Lilian VIALLE  Manuel GHIRARDELLO,Renault Clio RS Line,83,00:12:45.8,+00:03:18.2,13
57,Henk VOSSEN  Annemieke HULZEBOS,Ford Fiesta,50,00:12:47.3,+00:03:19.7,13
58,Filippo MARCHINO  Pietro Elia OMETTO,Skoda Fabia,47,00:12:49.2,+00:03:21.6,13
59,Gilles MICHELLIER  Christophe RICHARD,Peugeot 208 Rally4,79,00:12:59.7,+00:03:32.1,13
60,Grégory DAL ZOTTO  Hervé DUBREUIL,Peugeot 208 Rally4,70,00:13:00.5,+00:03:32.9,13
61,Giorgio MARAZZATO  Elisa SOMMARIVA,Peugeot 208,77,00:13:25.1,+00:03:57.5,13
62,Christophe BERARD  Christophe BERNABO,Renault Clio RS Line,85,00:13:52.4,+00:04:24.8,13
63,Jérémie MALLARD  Alexis MAREST-CECCALDI,Ford Fiesta,72,00:14:26.6,+00:04:59,13
64,Jean-Paul PALMERO  Mattia PASTORINO,Peugeot 208 Rally4,81,00:15:16.9,+00:05:49.3,13
65,Grégory FONTALBA  Stéphan HERMET,Alpine A110,65,00:16:06.1,+00:06:38.5,13
66,Marc DESSI  Pamela DESSI,Renault Clio RS Line,86,00:19:27,+00:09:59.4,13
67,Pierre-Louis LOUBET  Nicolas GILSOUL,Ford Puma Rally1 HYBRID,7,00:19:27.6,+00:10:00,13
68,Joshua MCERLEAN  John ROWAN,Hyundai i20 N,31,00:19:59.4,+00:10:31.8,13
69,Frédéric ROSATI  Philippe MARCHETTO,Hyundai i20 N,44,00:19:59.4,+00:10:31.8,13
70,Baudouin BAUGÉ  Nicolas BLANC,Peugeot 208 Rally4,71,00:21:30.5,+00:12:02.9,13
71,Pierre TANCI  Sébastien MALET,Skoda Fabia,60,00:38:33.6,+00:29:06,13
72,Richard FRAU  Stephane MARQUEZ,Alpine A110,63,,+,13
73,Jonathan HIRSCHI  Michaël VOLLUZ,Volkswagen Polo GTI,51,,+,13
1,Kalle ROVANPERÄ  Jonne HALTTUNEN,Toyota GR Yaris Rally1 HYBRID,69,00:11:30.2,+00:00:00,14
2,Thierry NEUVILLE  Martijn WYDAEGHE,Hyundai i20 N Rally1 HYBRID,11,00:11:36.9,+00:00:06.7,14
3,Elfyn EVANS  Scott MARTIN,Toyota GR Yaris Rally1 HYBRID,33,00:11:38.9,+00:00:08.7,14
4,Sébastien OGIER  Vincent LANDAIS,Toyota GR Yaris Rally1 HYBRID,17,00:11:40,+00:00:09.8,14
5,Takamoto KATSUTA  Aaron JOHNSTON,Toyota GR Yaris Rally1 HYBRID,18,00:11:49.9,+00:00:19.7,14
6,Esapekka LAPPI  Janne FERM,Hyundai i20 N Rally1 HYBRID,4,00:11:52.3,+00:00:22.1,14
7,Ott TÄNAK  Martin JÄRVEOJA,Ford Puma Rally1 HYBRID,8,00:11:56.5,+00:00:26.3,14
8,Erik CAIS  Petr TESÍNSKÝ,Skoda Fabia RS,27,00:12:03.8,+00:00:33.6,14
9,Oliver SOLBERG  Elliott EDMONDSON,Skoda Fabia RS,23,00:12:07.7,+00:00:37.5,14
10,Daniel SORDO  Candido CARRERA,Hyundai i20 N Rally1 HYBRID,6,00:12:10.1,+00:00:39.9,14
11,Adrien FOURMAUX  Alexandre CORIA,Ford Fiesta MkII,20,00:12:12.2,+00:00:42,14
12,Pepe LÓPEZ  Borja ROZADA,Hyundai i20 N,34,00:12:19.1,+00:00:48.9,14
13,Stéphane LEFEBVRE  Andy MALFOY,Citroen C3,22,00:12:22.5,+00:00:52.3,14
14,Alejandro CACHÓN  Alejandro LÓPEZ,Citroen C3,35,00:12:27.4,+00:00:57.2,14
15,Grégoire MUNSTER  Louis LOUKA,Ford Fiesta MkII,25,00:12:27.7,+00:00:57.5,14
16,Yohan ROSSEL  Arnaud DUNAND,Citroen C3,21,00:12:28.9,+00:00:58.7,14
17,Christopher INGRAM  Craig DREW,Skoda Fabia Evo,28,00:12:36.1,+00:01:05.9,14
18,Sean JOHNSTON  Alexander KIHURANI,Citroen C3,29,00:12:47.1,+00:01:16.9,14
19,François DELECOUR  Sabrina DE CASTELLI,Skoda Fabia RS,37,00:12:51.4,+00:01:21.2,14
20,Nikolay GRYAZIN  Konstantin ALEKSANDROV,Skoda Fabia RS,24,00:13:00.4,+00:01:30.2,14
21,Mauro MIELE  Luca BELTRAME,Skoda Fabia RS,36,00:13:13.2,+00:01:43,14
22,Matteo GAMBA  Nicolò GONELLA,Skoda Fabia Evo,52,00:13:28.4,+00:01:58.2,14
23,Bruno RIBERI  Florian HAUT-LABOURDETTE,Skoda Fabia Evo,59,00:13:34.1,+00:02:03.9,14
24,Jourdan SERDERIDIS  Frédéric MICLOTTE,Ford Puma Rally1 HYBRID,9,00:13:42.1,+00:02:11.9,14
25,Alessandro GINO  Daniele MICHI,Citroen C3,53,00:13:45.6,+00:02:15.4,14
26,Olivier BURRI  Anderson LEVRATTI,Hyundai i20 N,38,00:13:46,+00:02:15.8,14
27,Romain HAUT-LABOURDETTE  Fabien TARDITO,Skoda Fabia,58,00:13:49,+00:02:18.8,14
28,Christian MERLI  Marco ZORTEA,Skoda Fabia Evo,49,00:13:52.8,+00:02:22.6,14
29,Mickaël PRÉVALET  Jofrey COURTET,Peugeot 208 Rally4,76,00:14:07.2,+00:02:37,14
30,Lorenzo BONTEMPELLI  Giovanni PINA,Skoda Fabia Evo,40,00:14:12.2,+00:02:42,14
31,Johannes KEFERBÖCK  Ilka MINOR,Skoda Fabia Evo,39,00:14:15.2,+00:02:45,14
32,Fabrizio ARENGI  Massimiliano BOSI,Skoda Fabia Evo,48,00:14:22.7,+00:02:52.5,14
33,Philippe BAFFOUN  Charlyne QUARTINI,Citroen C3,54,00:14:27.9,+00:02:57.7,14
